Road Name,From Node,To Node,Baseline Flow,Status,Baseline TSTT (Hours),New TSTT (Hours),Change (Minutes),Braess Link?
Mandurriao - Jaro Rd (Rev),mandurriao - 2,mandurriao - 1,1034.37,Active,3468.84,3647.37,10712.06,No
Mandurriao - Jaro Rd - Mandurriao - Sn Miguel Rd,mandurriao - 2,mandurriao - 3,1759.37,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 1409 vol,N/A
Mandurriao - Sn Miguel Rd,mandurriao - 3,mandurriao - 12,1327.52,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 1328 vol,N/A
Mandurriao - Sn Miguel Rd - R Mapa St,mandurriao - 3,mandurriao - 4,1759.37,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 1409 vol,N/A
Pakiad Rd,mandurriao - 4,mandurriao - 5,331.88,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 332 vol,N/A
R Mapa St - Mandurriao - Jaro Rd,mandurriao - 4,mandurriao - 2,1985.12,Active,3468.84,4012.78,32636.48,No
R Mapa St,mandurriao - 4,mandurriao - 6,607.49,Active,3468.84,3522.39,3213.27,No
Pakiad Rd (Rev),mandurriao - 5,mandurriao - 4,331.88,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 332 vol,N/A
New Carpenter Bridge (Rev),mandurriao - 6,Molo - 3,1606.43,Active,3468.84,3582.8,6837.39,No
R Mapa St (Rev),mandurriao - 6,mandurriao - 4,833.24,Active,3468.84,3534.51,3940.13,No
R Mapa St - Extension,mandurriao - 6,mandurriao - 7,785.27,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 785 vol,N/A
R Mapa St - Extension (Rev),mandurriao - 7,mandurriao - 6,785.27,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 785 vol,N/A
Iloilo Circumferential Rd 1 (Rev),mandurriao - 8,villa - 2,634.2,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 634 vol,N/A
Mandurriao-Sn Miguel Rd - Iloilo Circumferential Rd 1,mandurriao - 9,mandurriao - 12,331.88,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 332 vol,N/A
Iloilo Circumferential Rd 1 - Mandurriao-Sn Miguel Rd (1),mandurriao - 10,mandurriao - 12,331.88,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 332 vol,N/A
Iloilo Circumferential Rd 1 - Mandurriao-Sn Miguel Rd (2),mandurriao - 11,mandurriao - 12,331.88,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 332 vol,N/A
Mandurriao - Sn Miguel Rd (Rev),mandurriao - 12,mandurriao - 3,1327.52,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 1328 vol,N/A
Mandurriao-Sn Miguel Rd - Iloilo Circumferential Rd 1 (Rev),mandurriao - 12,mandurriao - 9,331.88,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 332 vol,N/A
Iloilo Circumferential Rd 1 - Mandurriao-Sn Miguel Rd (1) (Rev),mandurriao - 12,mandurriao - 10,331.88,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 332 vol,N/A
Iloilo Circumferential Rd 1 - Mandurriao-Sn Miguel Rd (2) (Rev),mandurriao - 12,mandurriao - 11,331.88,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 332 vol,N/A
E Lopez St,jaro - 1,jaro - 4,658.91,Active,3468.84,3505.24,2184.29,No
Luna St (Rev),jaro - 1,lapaz - 3,500.26,Active,3468.84,3504.51,2140.36,No
Commission Civil St,jaro - 2,jaro - 5,371.52,Active,3468.84,3505.61,2206.28,No
Burgos St (Rev),jaro - 2,lapaz - 7,514.83,Active,3468.84,3504.55,2142.41,No
Jereos St,jaro - 3,jaro - 25,125.92,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 126 vol,N/A
Jereos St (Rev),jaro - 3,lapaz - 6,271.52,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 272 vol,N/A
E Lopez St (Rev),jaro - 4,jaro - 1,528.69,Active,3468.84,3504.73,2153.47,No
E Lopez St - Plaza Rizal St - Commission Civil St,jaro - 4,jaro - 5,1910.65,Active,3468.84,3590.43,7295.75,No
Commission Civil St (Rev),jaro - 5,jaro - 2,545.82,Active,3468.84,3507.06,2293.18,No
Commission Civil St - Plaza Rizal St - Iloilo-Capiz Rd,jaro - 5,jaro - 6,1736.34,Active,3468.84,3625.86,9421.04,No
Plaza Rizal St - Balabago Rd,jaro - 6,jaro - 9,1449.01,Active,3468.84,3674.45,12336.48,No
Iloilo-Capiz Rd - Plaza Rizal St - El 98 St,jaro - 6,jaro - 7,1821.21,Active,3468.84,3623.92,9304.81,No
El 98 St - Plaza Rizal St - E Lopez St,jaro - 7,jaro - 4,1780.44,Active,3468.84,3609.39,8433.31,No
El 98 St,jaro - 7,mandurriao - 1,1102.82,Active,3468.84,3561.96,5587.54,No
Lopez Jaena St - Plaza Rizal St,jaro - 8,jaro - 6,1533.88,Active,3468.84,3604.3,8127.61,No
Lopez Jaena St - Old Lopez Jaena St,jaro - 8,jaro - 18,184.24,Active,3468.84,3499.9,1863.6,No
Iloilo Capiz Rd - Balabago Rd (Rev),jaro - 9,jaro - 14,2054.59,Active,3468.84,3611.34,8550.06,No
Balabago Rd,jaro - 9,jaro - 10,840.46,Active,3468.84,3549.89,4863.1,No
Iloilo-Capiz Rd - Lopez Jaena St,jaro - 9,jaro - 8,1509.06,Active,3468.84,3683.86,12901.12,No
Buhang Flyover - Balabago Rd (Rev),jaro - 10,jaro - 12,1223.47,Active,3468.84,3644.65,10548.78,No
Iloilo-Capiz Rd - Iloilo Circumferential Rd 1 - Monfort Blvd,jaro - 10,jaro - 11,1777.44,Active,3468.84,3722.75,15234.89,No
Balabago Rd (Rev),jaro - 10,jaro - 9,902.15,Active,3468.84,3554.9,5163.62,No
Monfort Blvd - Leganes,jaro - 11,jaro - 20,384.27,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 384 vol,N/A
Lapaz - Monfort Blvd (Rev),jaro - 11,jaro - 19,1143.46,Active,3468.84,3569.35,6030.48,No
Iloilo-Capiz Rd - Iloilo Circumferential Rd 1 - Monfort Blvd (Rev),jaro - 11,jaro - 10,1837.49,Active,3468.84,3864.67,23749.76,No
Iloilo-Capiz Rd - Buhang Flyover (Rev),jaro - 12,jaro - 14,913.02,Active,3468.84,3530.56,3703.36,No
Buhang Flyover - Balabago Rd,jaro - 12,jaro - 10,1225.11,Active,3468.84,3621.08,9134.31,No
Buhang Flyover,jaro - 12,jaro - 13,612.85,Active,3468.84,3495.95,1626.63,No
Iloilo Radial By-Pass Rd 4 - Buhang Flyover (Rev),jaro - 13,jaro - 15,1585.54,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 1586 vol,N/A
Buhang Flyover - Iloilo-Capiz Rd,jaro - 13,jaro - 14,1573.33,Active,3468.84,3571.27,6145.85,No
Buhang Flyover (Rev),jaro - 13,jaro - 12,612.85,Active,3468.84,3495.95,1626.63,No
Buhang Flyover - Iloilo-Capiz Rd (Rev),jaro - 14,jaro - 13,1573.33,Active,3468.84,3571.27,6145.85,No
Iloilo-Capiz Rd - Buhang Flyover,jaro - 14,jaro - 12,914.66,Active,3468.84,3525.88,3422.69,No
Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,jaro - 14,jaro - 21,384.27,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 384 vol,N/A
Iloilo Capiz Rd - Balabago Rd,jaro - 14,jaro - 9,2052.95,Active,3468.84,3617.49,8919.26,No
Iloilo Circumferential - Iloilo Radial By-Pass Rd 4,jaro - 15,jaro - 22,384.27,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 384 vol,N/A
Iloilo Radial By-Pass Rd 4 - Buhang Flyover,jaro - 15,jaro - 13,1585.54,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 1586 vol,N/A
Iloilo Radial By-Pass Rd 4,jaro - 15,jaro - 23,699.37,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 699 vol,N/A
Old Iloilo-Capiz Rd - Old Lopez Jaena St (Rev),jaro - 16,jaro - 17,251.84,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 252 vol,N/A
Old Iloilo-Capiz Rd - Pavia,jaro - 16,jaro - 24,125.92,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 126 vol,N/A
Old Iloilo-Capiz Rd - Old Lopez Jaena St,jaro - 17,mandurriao - 1,294.62,Active,3468.84,3503.46,2077.16,No
Old Iloilo-Capiz Rd - Old Lopez Jaena St,jaro - 17,jaro - 16,251.84,Active,3468.84,3496.94,1685.88,No
Old Lopez Jaena St - Old Iloilo-Capiz Rd (Rev),jaro - 17,jaro - 18,218.04,Active,3468.84,3502.62,2027.07,No
Lopez Jaena St - Old Lopez Jaena St (Rev),jaro - 18,jaro - 8,209.06,Active,3468.84,3499.26,1825.33,No
Old Lopez Jaena St - Old Iloilo-Capiz Rd,jaro - 18,jaro - 17,193.22,Active,3468.84,3496.78,1676.46,No
Old Lopez Jaena St - Old Iloilo-Capiz Rd,jaro - 18,jaro - 16,0.0,Inactive,3468.84,3495.95,1626.63,No
Lapaz - Monfort Blvd,jaro - 19,jaro - 11,1203.51,Active,3468.84,3627.63,9527.6,No
Monfort Blvd (Rev),jaro - 19,lapaz - 9,1352.5,Active,3468.84,3579.81,6658.2,No
Monfort Blvd - Leganes (Rev),jaro - 20,jaro - 11,384.27,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 384 vol,N/A
Iloilo-Capiz Rd - Iloilo Circumferential Rd 1 (Rev),jaro - 21,jaro - 14,384.27,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 384 vol,N/A
Iloilo Circumferential - Iloilo Radial By-Pass Rd 4 (Rev),jaro - 22,jaro - 15,384.27,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 384 vol,N/A
Iloilo Radial By-Pass Rd 4 (Rev),jaro - 23,jaro - 15,699.37,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 699 vol,N/A
Old Iloilo-Capiz Rd - Pavia (Rev),jaro - 24,jaro - 16,125.92,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 126 vol,N/A
Jereos St (Rev),jaro - 25,jaro - 3,125.92,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 126 vol,N/A
Luna St - Huervana St (Rev),lapaz - 1,lapaz - 3,450.93,Active,3468.84,3497.12,1697.1,No
Luna St - Esplanade 5,lapaz - 1,lapaz - 10,1849.74,Active,3468.84,3513.91,2704.17,No
Huervana St - Rizal St,lapaz - 1,lapaz - 2,2159.05,Active,3468.84,3511.22,2542.82,No
Rizal St - Luna St,lapaz - 2,lapaz - 3,1603.1,Active,3468.84,3508.19,2361.09,No
Huervana St - Burgos St,lapaz - 2,lapaz - 4,2008.39,Active,3468.84,3569.27,6025.97,No
Rizal St - Huervana St,lapaz - 2,lapuz - 2,773.44,Active,3468.84,3504.34,2130.05,No
Luna St,lapaz - 3,jaro - 1,630.47,Active,3468.84,3505.76,2215.53,No
Luna St - Huervana St,lapaz - 3,lapaz - 1,1923.82,Active,3468.84,3523.82,3298.63,No
Huervana St - Burgos St (Rev),lapaz - 4,lapaz - 2,2121.27,Active,3468.84,3552.02,4990.71,No
Huervana St - Jereos St,lapaz - 4,lapaz - 5,2157.93,Active,3468.84,3596.85,7680.53,No
Divinagracia St,lapaz - 4,lapuz - 1,298.23,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 298 vol,N/A
Jereos St - Huervana Ext,lapaz - 5,lapaz - 6,2096.5,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 417 vol,N/A
Lopez Jaena St,lapaz - 5,lapaz - 8,1551.34,Active,3468.84,3547.51,4720.11,No
Huervana Ext,lapaz - 6,lapaz - 7,2096.5,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 417 vol,N/A
Jereos St,lapaz - 6,jaro - 3,271.52,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 272 vol,N/A
Burgos St - Huervana St,lapaz - 7,lapaz - 4,2270.8,Active,3468.84,3545.31,4588.2,No
Burgos St,lapaz - 7,jaro - 2,340.53,Active,3468.84,3503.33,2069.61,No
Lopez Jaena St (Rev),lapaz - 8,lapaz - 5,1489.9,Active,3468.84,3520.99,3128.85,No
Baldoza St,lapaz - 8,lapaz - 9,1435.6,Active,3468.84,3541.28,4346.37,No
Baldoza St (Rev),lapaz - 9,lapaz - 8,1374.16,Active,3468.84,3515.59,2804.79,No
Coastal Rd,lapaz - 9,lapuz - 7,128.33,Active,3468.84,3504.34,2130.02,No
Monfort Blvd,lapaz - 9,jaro - 19,1412.55,Active,3468.84,3677.32,12508.59,No
Bonifacio Drive (Rev),lapaz - 10,Proper - 7,1923.78,Active,3468.84,3516.04,2832.08,No
Luna St - Esplanade 5 (Rev),lapaz - 10,lapaz - 1,2535.91,Active,3468.84,3519.67,3049.92,No
Divinagracia St (Rev),lapuz - 1,lapaz - 4,298.23,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 298 vol,N/A
Railroad St,lapuz - 1,lapuz - 3,149.12,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 149 vol,N/A
Quirino - Lopez Bridge (Rev),lapuz - 2,Proper - 9,1589.22,Active,3468.84,3556.45,5256.46,No
Rizal St - Huervana St (Rev),lapuz - 2,lapaz - 2,104.61,Active,3468.84,3497.6,1725.71,No
Rizal St - Ferry Terminal Access Rd,lapuz - 2,lapuz - 4,877.97,Active,3468.84,3570.98,6128.49,No
Railroad St (Rev),lapuz - 3,lapuz - 1,149.12,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 149 vol,N/A
Rizal St - Ferry Terminal Access Rd (Rev),lapuz - 4,lapuz - 2,879.35,Active,3468.84,3572.97,6248.14,No
New Iloilo Ferry Terminal Access Rd,lapuz - 4,lapuz - 5,149.12,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 149 vol,N/A
Rizal St - Iloilo Airport Direct Rd,lapuz - 4,lapuz - 6,646.49,Active,3468.84,3539.21,4222.23,No
New Iloilo Ferry Terminal Access Rd (Rev),lapuz - 5,lapuz - 4,149.12,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 149 vol,N/A
Rizal St - Iloilo Airport Direct Rd (Rev),lapuz - 6,lapuz - 4,647.87,Active,3468.84,3541.99,4389.11,No
Lapuz Mansaya Loboc Rd,lapuz - 6,lapuz - 7,283.07,Active,3468.84,3505.32,2188.7,No
Iloilo Airport Direct Rd,lapuz - 6,lapuz - 8,238.33,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 238 vol,N/A
Coastal Rd (Rev),lapuz - 7,lapaz - 9,126.95,Active,3468.84,3503.16,2059.43,No
Lapuz Mansaya Loboc Rd (Rev),lapuz - 7,lapuz - 6,284.45,Active,3468.84,3507.39,2313.29,No
Iloilo Airport Direct Rd (Rev),lapuz - 8,lapuz - 6,238.33,CRITICAL CUT-EDGE,3468.84,DISCONNECTED,Dropped 238 vol,N/A
