Origin Node,Origin Name,Destination Node,Destination Name,Critical Volume,Max PoA,Road Name,Closed Edge From,Closed Edge To,Baseline TSTT (hrs),New TSTT (hrs),Time Saved (mins)
Molo - 5,Locsin St. - Timawa St.,lapaz - 5,Huervana St - Jereos St,7500.0,1.1736,Old Iloilo - Capiz Rd (Rev),Proper - 1,mandurriao - 1,1548.83,1508.09,2444.53
Molo - 5,Locsin St. - Timawa St.,lapaz - 5,Huervana St - Jereos St,7500.0,1.1736,Infante St 1 (Rev),Proper - 2,Proper - 1,1548.83,1445.47,6201.37
Molo - 5,Locsin St. - Timawa St.,lapaz - 5,Huervana St - Jereos St,7500.0,1.1736,Gen Luna St 2 (Rev),Proper - 8,Proper - 7,1548.83,1487.18,3698.79
Molo - 5,Locsin St. - Timawa St.,lapaz - 5,Huervana St - Jereos St,7500.0,1.1736,Rizal St - Huervana St (Rev),lapuz - 2,lapaz - 2,1548.83,1499.67,2949.35
Molo - 5,Locsin St. - Timawa St.,lapaz - 6,Jereos St - Huervana Ext,7000.0,1.107,Infante St 1 (Rev),Proper - 2,Proper - 1,1376.55,1335.35,2471.95
Molo - 5,Locsin St. - Timawa St.,lapaz - 8,Lopez Jaena St - Baldoza St,4000.0,1.079,Gen Luna St 1,Proper - 1,Proper - 7,686.34,677.65,521.37
Molo - 5,Locsin St. - Timawa St.,lapaz - 8,Lopez Jaena St - Baldoza St,4000.0,1.079,Delgado St,Proper - 2,Proper - 10,686.34,675.07,676.53
Molo - 5,Locsin St. - Timawa St.,lapaz - 8,Lopez Jaena St - Baldoza St,4000.0,1.079,Gen Luna St 2 (Rev),Proper - 8,Proper - 7,686.34,685.73,36.62
Molo - 5,Locsin St. - Timawa St.,lapaz - 8,Lopez Jaena St - Baldoza St,4000.0,1.079,Gen Luna St 3,Proper - 8,Proper - 9,686.34,682.56,226.87
Molo - 5,Locsin St. - Timawa St.,lapaz - 8,Lopez Jaena St - Baldoza St,4000.0,1.079,Ruperto Montinola St 1 (Rev),Proper - 10,Proper - 8,686.34,679.76,395.25
Molo - 5,Locsin St. - Timawa St.,lapaz - 9,Baldoza St - Monfort Blvd,7000.0,1.0676,Gen Luna St 1,Proper - 1,Proper - 7,1552.37,1533.78,1115.48
Molo - 5,Locsin St. - Timawa St.,lapaz - 9,Baldoza St - Monfort Blvd,7000.0,1.0676,Delgado St,Proper - 2,Proper - 10,1552.37,1545.57,408.1
Molo - 5,Locsin St. - Timawa St.,lapaz - 9,Baldoza St - Monfort Blvd,7000.0,1.0676,Bonifacio Drive,Proper - 7,lapaz - 10,1552.37,1539.27,786.35
Molo - 5,Locsin St. - Timawa St.,lapaz - 9,Baldoza St - Monfort Blvd,7000.0,1.0676,Gen Luna St 2 (Rev),Proper - 8,Proper - 7,1552.37,1550.4,118.15
Molo - 5,Locsin St. - Timawa St.,lapaz - 9,Baldoza St - Monfort Blvd,7000.0,1.0676,Huervana St - Rizal St,lapaz - 1,lapaz - 2,1552.37,1549.1,196.26
Molo - 5,Locsin St. - Timawa St.,lapaz - 9,Baldoza St - Monfort Blvd,7000.0,1.0676,Luna St - Esplanade 5 (Rev),lapaz - 10,lapaz - 1,1552.37,1539.27,786.35
Molo - 5,Locsin St. - Timawa St.,lapaz - 9,Baldoza St - Monfort Blvd,7000.0,1.0676,Rizal St - Huervana St (Rev),lapuz - 2,lapaz - 2,1552.37,1544.04,499.98
Molo - 5,Locsin St. - Timawa St.,lapuz - 2,Rizal St - Quirino-Lopez Bridge,5500.0,1.118,Gen Luna St 2,Proper - 7,Proper - 8,674.29,630.59,2622.1
Molo - 5,Locsin St. - Timawa St.,lapuz - 4,Rizal St - New Iloilo Ferry Terminal Access Rd,5500.0,1.2917,Gen Luna St 2,Proper - 7,Proper - 8,1146.83,1078.97,4071.72
Molo - 5,Locsin St. - Timawa St.,lapuz - 4,Rizal St - New Iloilo Ferry Terminal Access Rd,5500.0,1.2917,Gen Luna St 2 (Rev),Proper - 8,Proper - 7,1146.83,1146.41,25.02
Molo - 5,Locsin St. - Timawa St.,lapuz - 4,Rizal St - New Iloilo Ferry Terminal Access Rd,5500.0,1.2917,Ruperto Montinola St 2 (Rev),Proper - 11,Proper - 10,1146.83,1146.46,22.29
Molo - 5,Locsin St. - Timawa St.,lapuz - 5,New Iloilo Ferry Terminal Access Rd,5500.0,1.0671,Gen Luna St 2,Proper - 7,Proper - 8,1324.82,1256.96,4071.72
Molo - 5,Locsin St. - Timawa St.,lapuz - 5,New Iloilo Ferry Terminal Access Rd,5500.0,1.0671,Gen Luna St 2 (Rev),Proper - 8,Proper - 7,1324.82,1324.41,24.19
Molo - 5,Locsin St. - Timawa St.,lapuz - 5,New Iloilo Ferry Terminal Access Rd,5500.0,1.0671,Ruperto Montinola St 2 (Rev),Proper - 11,Proper - 10,1324.82,1324.45,22.29
Molo - 5,Locsin St. - Timawa St.,lapuz - 6,Rizal St - Lapuz-Mansaya-Roboc Rd,4000.0,1.1457,Gen Luna St 2,Proper - 7,Proper - 8,735.84,712.94,1374.44
Molo - 5,Locsin St. - Timawa St.,lapuz - 6,Rizal St - Lapuz-Mansaya-Roboc Rd,4000.0,1.1457,Gen Luna St 3,Proper - 8,Proper - 9,735.84,730.2,338.71
Molo - 5,Locsin St. - Timawa St.,lapuz - 7,Lapuz-Mansaya-Roboc Rd - Coastal Rd,2500.0,1.0139,Gen Luna St 2,Proper - 7,Proper - 8,384.91,382.13,166.91
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,Proper - 9,Gen Luna St - Muelle Loney St,3000.0,1.0922,Ruperto Montinola St 2 (Rev),Proper - 11,Proper - 10,269.3,269.18,7.52
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,Proper - 17,Dela Rama St - Blumentritt,4500.0,1.174,Ledesma St,Proper - 6,Proper - 11,655.11,641.49,817.56
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,Proper - 17,Dela Rama St - Blumentritt,4500.0,1.174,Arroyo St (Rev),Proper - 11,Proper - 12,655.11,632.85,1335.57
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,Proper - 17,Dela Rama St - Blumentritt,4500.0,1.174,JM Basa St 2 (Rev),Proper - 14,Proper - 13,655.11,632.69,1345.32
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,Proper - 18,Muelle Loney St - Blumentritt Left,3500.0,1.078,Ledesma St,Proper - 6,Proper - 11,426.64,420.44,371.58
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,Proper - 19,Muelle Loney St - Blumentritt Right,4000.0,1.1423,Ledesma St,Proper - 6,Proper - 11,565.5,547.98,1050.95
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,Proper - 19,Muelle Loney St - Blumentritt Right,4000.0,1.1423,JM Basa St 2 (Rev),Proper - 14,Proper - 13,565.5,548.52,1018.85
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,Proper - 19,Muelle Loney St - Blumentritt Right,4000.0,1.1423,Blumentritt 1 (Rev),Proper - 18,Proper - 17,565.5,563.15,141.17
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,Proper - 20,De la Rama St,3500.0,1.0261,Ledesma St,Proper - 6,Proper - 11,673.39,672.5,53.2
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,mandurriao - 1,Mandurriao - Jaro Rd - Old Iloilo - Capiz Rd,7500.0,1.1682,Infante St 2 (Rev),Proper - 3,Proper - 2,1412.18,1387.22,1498.14
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,mandurriao - 1,Mandurriao - Jaro Rd - Old Iloilo - Capiz Rd,7500.0,1.1682,Rizal St 1,Proper - 5,Proper - 3,1412.18,1387.22,1498.14
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 1,E Lopez St - Luna St,2500.0,1.0154,Infante St 1 (Rev),Proper - 2,Proper - 1,294.7,286.14,513.44
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 1,E Lopez St - Luna St,2500.0,1.0154,Infante St 2 (Rev),Proper - 3,Proper - 2,294.7,286.14,513.44
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 1,E Lopez St - Luna St,2500.0,1.0154,Rizal St 1,Proper - 5,Proper - 3,294.7,286.14,513.44
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 2,Commission Civil St - Burgos St,2000.0,1.1015,Infante St 1 (Rev),Proper - 2,Proper - 1,277.52,273.38,248.46
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 2,Commission Civil St - Burgos St,2000.0,1.1015,Infante St 2 (Rev),Proper - 3,Proper - 2,277.52,273.38,248.46
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 2,Commission Civil St - Burgos St,2000.0,1.1015,Rizal St 1,Proper - 5,Proper - 3,277.52,273.38,248.46
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 4,Plaza Rizal St - E Lopez St,4000.0,1.1787,Infante St 1 (Rev),Proper - 2,Proper - 1,570.57,552.61,1077.24
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 4,Plaza Rizal St - E Lopez St,4000.0,1.1787,Infante St 2 (Rev),Proper - 3,Proper - 2,570.57,549.55,1260.84
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 4,Plaza Rizal St - E Lopez St,4000.0,1.1787,Rizal St 1,Proper - 5,Proper - 3,570.57,549.55,1260.84
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 5,Plaza Rizal St - Commission Civil St,4000.0,1.174,Infante St 1 (Rev),Proper - 2,Proper - 1,583.8,565.84,1077.24
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 5,Plaza Rizal St - Commission Civil St,4000.0,1.174,Infante St 2 (Rev),Proper - 3,Proper - 2,583.8,562.78,1260.84
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 5,Plaza Rizal St - Commission Civil St,4000.0,1.174,Rizal St 1,Proper - 5,Proper - 3,583.8,562.78,1260.84
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 6,Plaza Rizal St - Iloilo-Capiz Rd/Lopez Jaena St,4000.0,1.1656,Infante St 1 (Rev),Proper - 2,Proper - 1,609.15,591.2,1077.24
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 6,Plaza Rizal St - Iloilo-Capiz Rd/Lopez Jaena St,4000.0,1.1656,Infante St 2 (Rev),Proper - 3,Proper - 2,609.15,588.14,1260.84
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 6,Plaza Rizal St - Iloilo-Capiz Rd/Lopez Jaena St,4000.0,1.1656,Rizal St 1,Proper - 5,Proper - 3,609.15,588.14,1260.84
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 7,Plaza Rizal St - El 98 St,4500.0,1.1977,Gen Luna St 1,Proper - 1,Proper - 7,705.09,704.43,39.77
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 7,Plaza Rizal St - El 98 St,4500.0,1.1977,Infante St 1 (Rev),Proper - 2,Proper - 1,705.09,683.05,1322.38
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 7,Plaza Rizal St - El 98 St,4500.0,1.1977,Infante St 2 (Rev),Proper - 3,Proper - 2,705.09,677.71,1643.0
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 7,Plaza Rizal St - El 98 St,4500.0,1.1977,Rizal St 1,Proper - 5,Proper - 3,705.09,677.71,1643.0
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 9,Iloilo-Capiz Rd - Balabago Rd,3500.0,1.3281,Infante St 1 (Rev),Proper - 2,Proper - 1,895.76,879.71,963.42
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 9,Iloilo-Capiz Rd - Balabago Rd,3500.0,1.3281,Infante St 2 (Rev),Proper - 3,Proper - 2,895.76,879.43,980.08
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 9,Iloilo-Capiz Rd - Balabago Rd,3500.0,1.3281,Rizal St 1,Proper - 5,Proper - 3,895.76,879.43,980.08
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 12,Buhang Flyover,2000.0,1.0691,Infante St 1 (Rev),Proper - 2,Proper - 1,407.29,403.08,252.54
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 12,Buhang Flyover,2000.0,1.0691,Infante St 2 (Rev),Proper - 3,Proper - 2,407.29,403.08,252.54
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 12,Buhang Flyover,2000.0,1.0691,Rizal St 1,Proper - 5,Proper - 3,407.29,403.08,252.54
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 13,Buhang Flyover,2500.0,1.0695,Infante St 1 (Rev),Proper - 2,Proper - 1,545.35,533.03,739.51
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 13,Buhang Flyover,2500.0,1.0695,Infante St 2 (Rev),Proper - 3,Proper - 2,545.35,532.95,744.48
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 13,Buhang Flyover,2500.0,1.0695,Rizal St 1,Proper - 5,Proper - 3,545.35,532.95,744.48
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,2500.0,1.077,Infante St 1 (Rev),Proper - 2,Proper - 1,530.69,518.08,756.55
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,2500.0,1.077,Infante St 2 (Rev),Proper - 3,Proper - 2,530.69,518.0,760.94
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,2500.0,1.077,Rizal St 1,Proper - 5,Proper - 3,530.69,518.0,760.94
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,2500.0,1.0634,Infante St 1 (Rev),Proper - 2,Proper - 1,594.47,582.14,739.51
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,2500.0,1.0634,Infante St 2 (Rev),Proper - 3,Proper - 2,594.47,582.06,744.48
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,2500.0,1.0634,Rizal St 1,Proper - 5,Proper - 3,594.47,582.06,744.48
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,4500.0,1.0884,M.H Del Pilar,Molo - 4,Molo - 9,811.6,804.53,424.49
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,4500.0,1.0884,M.H Del Pilar,Molo - 9,Molo - 10,811.6,804.53,424.49
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,4500.0,1.0884,Molo - Proper Connect,Molo - 10,Proper - 1,811.6,804.53,424.49
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 17,Iloilo-Capiz Rd - Old Iloilo-Capiz Rd,4500.0,1.0907,M.H Del Pilar,Molo - 4,Molo - 9,793.27,786.19,424.49
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 17,Iloilo-Capiz Rd - Old Iloilo-Capiz Rd,4500.0,1.0907,M.H Del Pilar,Molo - 9,Molo - 10,793.27,786.19,424.49
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 17,Iloilo-Capiz Rd - Old Iloilo-Capiz Rd,4500.0,1.0907,Molo - Proper Connect,Molo - 10,Proper - 1,793.27,786.19,424.49
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 19,Monfort Blvd,3000.0,1.0874,Gen Luna St 2 (Rev),Proper - 8,Proper - 7,601.96,597.37,275.8
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 21,Iloilo R4 Rd - Leganes,3000.0,1.0361,Infante St 1 (Rev),Proper - 2,Proper - 1,894.65,878.45,971.8
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 21,Iloilo R4 Rd - Leganes,3000.0,1.0361,Infante St 2 (Rev),Proper - 3,Proper - 2,894.65,877.95,1001.63
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 21,Iloilo R4 Rd - Leganes,3000.0,1.0361,Rizal St 1,Proper - 5,Proper - 3,894.65,877.95,1001.63
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 22,Iloilo Radial By-Pass Rd 4 - Leganes,3000.0,1.0297,Infante St 1 (Rev),Proper - 2,Proper - 1,964.22,948.79,925.71
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 22,Iloilo Radial By-Pass Rd 4 - Leganes,3000.0,1.0297,Infante St 2 (Rev),Proper - 3,Proper - 2,964.22,948.31,954.58
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 22,Iloilo Radial By-Pass Rd 4 - Leganes,3000.0,1.0297,Rizal St 1,Proper - 5,Proper - 3,964.22,948.31,954.58
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 23,Iloilo Circumferential Rd 1 - Pavia,3000.0,1.0297,Infante St 1 (Rev),Proper - 2,Proper - 1,964.22,948.79,925.71
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 23,Iloilo Circumferential Rd 1 - Pavia,3000.0,1.0297,Infante St 2 (Rev),Proper - 3,Proper - 2,964.22,948.31,954.58
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 23,Iloilo Circumferential Rd 1 - Pavia,3000.0,1.0297,Rizal St 1,Proper - 5,Proper - 3,964.22,948.31,954.58
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 24,Old Iloilo-Capiz Rd - Pavia,4500.0,1.0838,M.H Del Pilar,Molo - 4,Molo - 9,852.76,845.69,424.49
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 24,Old Iloilo-Capiz Rd - Pavia,4500.0,1.0838,M.H Del Pilar,Molo - 9,Molo - 10,852.76,845.69,424.49
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,jaro - 24,Old Iloilo-Capiz Rd - Pavia,4500.0,1.0838,Molo - Proper Connect,Molo - 10,Proper - 1,852.76,845.69,424.49
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 1,Luna St - Huervana St,3500.0,1.0747,Gen Luna St 2 (Rev),Proper - 8,Proper - 7,416.33,398.75,1054.68
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 2,Rizal St - Luna St,3000.0,1.053,Gen Luna St 2 (Rev),Proper - 8,Proper - 7,333.08,320.03,783.11
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 2,Rizal St - Luna St,3000.0,1.053,Ruperto Montinola St 1 (Rev),Proper - 10,Proper - 8,333.08,330.29,167.09
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 2,Rizal St - Luna St,3000.0,1.053,Ruperto Montinola St 2 (Rev),Proper - 11,Proper - 10,333.08,330.29,167.09
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 3,Luna St - Luna St,3000.0,1.0629,Gen Luna St 2 (Rev),Proper - 8,Proper - 7,344.67,329.73,896.37
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 3,Luna St - Luna St,3000.0,1.0629,Ruperto Montinola St 1 (Rev),Proper - 10,Proper - 8,344.67,341.51,189.48
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 3,Luna St - Luna St,3000.0,1.0629,Ruperto Montinola St 2 (Rev),Proper - 11,Proper - 10,344.67,341.51,189.48
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 4,Huervana St - Burgos St,4500.0,1.0741,Gen Luna St 2 (Rev),Proper - 8,Proper - 7,640.47,639.27,71.69
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 4,Huervana St - Burgos St,4500.0,1.0741,Ruperto Montinola St 2 (Rev),Proper - 11,Proper - 10,640.47,637.68,166.95
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 5,Huervana St - Jereos St,4500.0,1.0709,Gen Luna St 2 (Rev),Proper - 8,Proper - 7,667.97,666.77,71.69
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 5,Huervana St - Jereos St,4500.0,1.0709,Ruperto Montinola St 2 (Rev),Proper - 11,Proper - 10,667.97,665.19,166.95
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 6,Jereos St - Huervana Ext,5000.0,1.043,Gen Luna St 2,Proper - 7,Proper - 8,796.37,792.32,243.49
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 6,Jereos St - Huervana Ext,5000.0,1.043,Gen Luna St 2 (Rev),Proper - 8,Proper - 7,796.37,790.64,343.88
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 6,Jereos St - Huervana Ext,5000.0,1.043,Gen Luna St 3,Proper - 8,Proper - 9,796.37,795.19,71.0
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 6,Jereos St - Huervana Ext,5000.0,1.043,Ruperto Montinola St 2 (Rev),Proper - 11,Proper - 10,796.37,789.99,382.72
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 7,Huervana Ext - Burgos St,2500.0,1.0607,Gen Luna St 2 (Rev),Proper - 8,Proper - 7,335.56,327.61,477.37
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 7,Huervana Ext - Burgos St,2500.0,1.0607,Ruperto Montinola St 1 (Rev),Proper - 10,Proper - 8,335.56,334.91,39.35
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 7,Huervana Ext - Burgos St,2500.0,1.0607,Ruperto Montinola St 2 (Rev),Proper - 11,Proper - 10,335.56,334.91,39.35
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 8,Lopez Jaena St - Baldoza St,4500.0,1.0937,Gen Luna St 2,Proper - 7,Proper - 8,850.22,849.32,54.21
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 8,Lopez Jaena St - Baldoza St,4500.0,1.0937,Gen Luna St 2 (Rev),Proper - 8,Proper - 7,850.22,842.24,479.12
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 8,Lopez Jaena St - Baldoza St,4500.0,1.0937,Ruperto Montinola St 2 (Rev),Proper - 11,Proper - 10,850.22,843.17,423.42
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 8,Lopez Jaena St - Baldoza St,4500.0,1.0937,Rizal St - Huervana St (Rev),lapuz - 2,lapaz - 2,850.22,842.98,434.83
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 9,Baldoza St - Monfort Blvd,3000.0,1.0813,Infante St 1 (Rev),Proper - 2,Proper - 1,503.51,502.02,89.66
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 9,Baldoza St - Monfort Blvd,3000.0,1.0813,Infante St 2 (Rev),Proper - 3,Proper - 2,503.51,502.02,89.66
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 9,Baldoza St - Monfort Blvd,3000.0,1.0813,Rizal St 1,Proper - 5,Proper - 3,503.51,502.02,89.66
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 9,Baldoza St - Monfort Blvd,3000.0,1.0813,Gen Luna St 2,Proper - 7,Proper - 8,503.51,499.83,220.77
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 9,Baldoza St - Monfort Blvd,3000.0,1.0813,Gen Luna St 2 (Rev),Proper - 8,Proper - 7,503.51,485.41,1085.96
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 9,Baldoza St - Monfort Blvd,3000.0,1.0813,Ruperto Montinola St 1 (Rev),Proper - 10,Proper - 8,503.51,495.77,464.65
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 9,Baldoza St - Monfort Blvd,3000.0,1.0813,Ruperto Montinola St 2 (Rev),Proper - 11,Proper - 10,503.51,495.77,464.65
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 10,Luna St - Taytay Forbes,4500.0,1.0708,Infante St 2 (Rev),Proper - 3,Proper - 2,584.98,582.63,141.35
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 10,Luna St - Taytay Forbes,4500.0,1.0708,Rizal St 1,Proper - 5,Proper - 3,584.98,582.63,141.35
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 10,Luna St - Taytay Forbes,4500.0,1.0708,Gen Luna St 2,Proper - 7,Proper - 8,584.98,582.74,134.74
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 10,Luna St - Taytay Forbes,4500.0,1.0708,Gen Luna St 2 (Rev),Proper - 8,Proper - 7,584.98,548.41,2194.66
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapaz - 10,Luna St - Taytay Forbes,4500.0,1.0708,Ruperto Montinola St 2 (Rev),Proper - 11,Proper - 10,584.98,566.48,1110.5
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapuz - 2,Rizal St - Quirino-Lopez Bridge,3000.0,1.0844,Ruperto Montinola St 2 (Rev),Proper - 11,Proper - 10,292.08,291.81,16.3
Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,lapuz - 4,Rizal St - New Iloilo Ferry Terminal Access Rd,5500.0,1.1229,Infante St 1 (Rev),Proper - 2,Proper - 1,1180.59,1178.41,130.65
